"tweet","sentiment"
"@mention it's gonna thunderstorm?:'(",1
"Was going to go for a jog (despite stupid knee) but it's 94 degrees out.  Too hot for this fat kid. #thisiswhyiamafatkid",1
"The weather is beautiful :)",3
"Another #lazysunday ahead. Where's the golf weather!?",1
"Wish the weather would just stay like this ALL year in Boston! #besttimeoftheyear",3
"@mention its supposed to be 46 degrees tonight",2
"@mention we played last night. Perfect way to spend a rainy day!",3
"Soaking up the sunshine in portland with the fam. Perfect way to go out if there really is the #rapture",3
"I hate thunderstorms :(",1
"RT @mention: It's really hot outside. :/",1
"Thunderstorms will be possible this afternoon over parts of SW Texas. Large hail and damaging winds will be the main threats.",2
"{link} Strong storm near PDX moving NE 40mph. funnel cloud and hail possible. Significant Wx Advisory",2
"@mention lol i wasnt about to go sit on nobodys swing anyway lol! im chillin til later its too sunny for me",1
"#WEATHER: 10:53 pm : 52.0F. Feels 51F. 30.01% Humidity. 4.6MPH Northeast Wind.",2
"#WEATHER:  3:52 pm : 72.0F. Feels F. 29.75% Humidity. 11.5MPH West Wind.",2
"Greensburg PA:Chilly clear, 45.5&#xB0;F, 59&#x25;, 0.0 mph-NW, 29.964 inches(Rising), Rain 0.000 in. [NO CURRENT ADVISORIES]",2
"@mention when its sunny out, I love to go hiking",3
"after 6 days of nothing but rain Mr. Sunshine has made a visit!!! hip hip hooray!!!",3
"#WEATHER:  3:56 pm : 75.0F. Feels F. 29.72% Humidity. 11.5MPH Southwest Wind.",2
"Sunday Monday and Tuesday off from work. Hope weather stays nice to go do stuff.#outdoors",3
"Feels like a thunderstorm.",2
"RT @mention: What's going on with this weather ?! #hurryupsummer",1
"#WEATHER:  8:56 pm : 70.0F. Feels F. 30.04% Humidity. 3.5MPH Southwest Wind.",2
"RT @mention: RT @mention: RT @mention: i hate ohio's #fuckedup weather !",1
"Looking forward to several storm chases in the southern Plains in the next few days!",3
"94 degrees?!? Why can't I enjoy my last week in Missouri",1
"71 and sunny on my bday! #Ayyyyyeeeeeee #JeezyVoice",3
"Crazy ass weather.",1
"Severe Thunderstorm Warning for Erath County in TX until 9:15pm CDT. #txwx",2
"@mention I feel lazy on rest days...if the weather's crappy tomorrow I prob won't go but sunshine means riding!",2
"RT @mention: Heavy snow delays opening of most campgrounds in Bighorn Nat'l Forest. Officials call dispersed camping options 'sev ...",2
"@mention Island. Great visit despite the snow (short-lived).",1
"""Sunshine or grey I'll be there.""",2
"Happy Thursday Everyone!  Come out today and enjoy the weather on our patio!  Be sure to vote on your favorite... {link}",3
"#WEATHER:  9:53 am : 48.0F. Feels 43F. 29.90% Humidity. 11.5MPH Southeast Wind.",2
"RT @mention: RT @mention: RT @mention: Rotation in storm will miss #Joplin to the North, repeat miss to the North {link} ...",2
"It's fakin hot out today.#heatstroke",1
"Making matters worse in Joplin, MO...more severe weather  on the way.  Here is radar image.  Hope all stay safe! {link}",1
"love rainy days!!..",3
"Out biking with my brother. Gotta love this weather!",3
"Some warned to leave homes with river high in Memphis: Forecaster Joe Lowery of the National Weather Service off... {link}",2
"Anthem, AZ @mention:00 AM, Temp:81.7&#xB0;F, Wind:2.4 mph ENE, Baro:29.55 inches, Hum: 16, Rain:0.00 in., Hi:81.7&#xB0;F, Lo:56.7&#xB0;F@mention:44 AM",2
"This weather makes me want to twirl! If only I had a twirly dress, then it would be perfect!",3
"Yessss ! This Is The Type Of Weather I Like #StartinqToFeelLikeSummer",3
"This weather in St. Louis sucks. Montgomery is continuing to better appeal to me.",1
"Then its hot as hell outside...I really hope this mane can break into my car or ima be shit out of luck",1
"This weather is so peaceful. #muchneeded",3
"#WEATHER:  4:56 pm : 74.0F. Feels F. 29.62% Humidity. 23.0MPH South Wind.",2
"Next line of storm moving into Dallas county and across the rest of North Texas also very dangerous. Some large... {link}",2
"Live video currently on weather channel of a tornado in Oklahoma.  I'm mesmerized...",2
"You know what's not the best? Cold and rainy for 7 days.",1
"Beautiful weather = beautiful women. Me gusta",3
"Now this the weather im talking bout SmileyFace=)",3
"[11:15Z] Current #weather at #AUS: Rain, no fog, high wind. Last hour: 0% clear, 100% cloudy.",2
"Can't evn smoke n that kind of weather I feel so sick",1
"not liking this weather in Port Dover. what happened to the sunshine",1
"@mention now I'm waiting for the bus, it's so hot outside and I have dress clothes on",1
"Being at work on a rainy day is really gonna suck.. its gone be so dead #nct",1
"Severe Weather Alert NWS issued: Severe Thunderstorm Warning for St. Charles (Missouri) {link}",2
"@mention If you get get here from Vermont, you are welcome. 82 and sunny is the forecast.",3
"#WEATHER:  4:53 pm : 75.0F. Feels F. 29.82% Humidity. 13.8MPH Northwest Wind.",2
"I'm over the moon that the forecast is a sunny weekend. It's amazing how weather can uplift your mood!",3
"Maui is 73F SHOWERS IN VICINITY  #maui #weather",2
"RT @mention: Thankful to see another day even a rainy one.... I'm just happy to still be alive #blessedtweet",3
"Wow dancing on a rooftop watching a lightning storm on the beach ... Amazing",3
"@mention Cool. So if the weather stays clear I'll plan on picking u up around 5:45?",3
"Glad I didn't vacuum the pool earlier because that storm blew a ton of leaves in the pool.  :-/",1
"@mention No kidding. Temp drops quick as sh!te, enough to freeze your well covered parts. :p",1
"Good Night! Sunrise at 5:26 am. A chance of showers and thunderstorms, mainly before 7pm.  Mostly cloudy, with a low around 55. #fb",2
"What a miserable day weather wise wet & windy not a great day for sailing this afternoon",1
"Artichoke with lemon butter for lunch. Mmmm... Vegetables. Spring. Happiness. Now where is my damn warmth and sunshine?",1
"I'm having just the Saturday I predicted. Beautiful sunny day for outside ""work"" (more like play), playing music out in the yard, hop scotch",3
"RT @mention: Debris falling out of the sky at the Lloyd Noble Center. Tornado has apparently roped out near National Weather Ser ...",2
"Sunshine, Costa coffee cooler in hand & @mention on full blast. Can it get any sweeter?!",3
"@mention for definate! this boring weather is depressing me so fake sun will do me fine!",1
"Deltona, FL: Dry @ 06:00 AM, Temp: 65.1&#xB0;F, Hum: 90 pct, Baro: 29.830 .in and Steady, Wind: SE @ 0.0 mph, Rain: 0.000 in..",2
"RT @mention: RT @mention: according to @mention, there's a PUBLIC STORM WARNING SIGNAL # 1 in Metro Manila.. be safe guys..",2
"wow I don't even have asthma but this hot weather makes me feel like im boutta have an asthma attack. #nolie.",1
"I want to be a person who hibernates in the summer. Hot weather is not my friend.",1
"yes I'm going tanning when it's sunny out oh oregon",3
"More snow today just 1500 feet up the hill....it's all gotta come down sometime.",2
"This weather is not cutting it. Especially at the nail salon today. No one is gonna come get their stuff done!",1
"#NDSUBison SB takes on UMKC at noon in SL championship .. 52, windy, rainy ""Bison Weather""",2
"#WEATHER:  8:54 am : 67.0F. Feels F. 30.00% Humidity. 4.6MPH West Wind.",2
"Ran 5.52 miles in 57 mins and felt great. Warm and sunny, but beautiful out! Felt good, but tired and ready t... {link}",3
"90 degrees - a perfect day for swimming! NC, I love you so much sometimes.",3
"Current Weather Conditions In Port Washington, WI (53074) Partly Cloudy, and 47 &deg; F. For more details?",2
"Hmmm food, wish I could enjoy the sunshine all Day :)",3
"So sad the @mention lost but on a brighter note is really nice outside...hot tub...? I think yes!",3
"Absolutely LOVING this weather. A lil bummed it prob means no pool time this wkend, but it's a nice respite from what's in store this summer",3
"How do I dress in a way the communicates my EXTREME disappointment in this weather? #swagofsadness",1
"Sitting outside enjoying this good weather hope it continue to stay like this!!",3
"WW 291 SEVERE TSTM WI 121840Z - 130000Z         URGENT - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM ... {link}",2
"@mention haha :p can't wait to be in sunny brighton down by the front! bring on the good times!!! @mention @mention  :D",3
"this weather just makes me want to cry.",1
"i love the smell of a rainy day",3
"It's JonJon!  65+  degrees = Awesome!  Friday Night Free-For-All right now!  Need those requests! {link}",3
"@mention thank u! I may try to get in on a training this month! The weather hasn't been cooperative for training, but I'm sticking to it!",1
"#WEATHER:  6:56 am : 56.0F. Feels 52F. 29.76% Humidity. 18.4MPH Southwest Wind.",2
"Come out from getting a tan and i see sunshine. Weeeee! :)",3
"RT @mention: This @mention is going to be nuts. With this great weather I know we will have a HUGE crowd. Mmmmm I can smell the fo ...",3
"@mention Go 2 Atlc City in Spring or early Summer, weather is gr8 & it's right near the beach & famous Boardwalk! Streets named in Monoply",3
"@mention No. Our weather is moving to the east. Greatest severe weather is to the south and east, near I-44.",2
"@mention @mention Its sunny here too, but Im not in Florida :D",3
"A Severe Thunderstorm Warning has been issued  for Perry County until 05:00 PM. Get the latest at... {link}",2
"i swear its to hot outside to do anything",1
"This weather sucks",1
"@mention @mention @mention #FF Thank you! Hope you all get a chance to enjoy the sunshine today!",3
"Man, @mention severe WX special coverage is so good. Glued to it as bad storm passes over family's hood. Sounds like they'll be okay.",1
"Photo: Another Rainy Day (Taken with instagram) {link}",2
"#WEATHER: 10:54 pm : 72.0F. Feels F. 29.80% Humidity. 5.8MPH East Wind.",2
"Very dark outside, like night time. Scary,pouring, windy when I was driving home.was very hard to see the road :(",1
"It's a rainy day.......",2
"SPC Severe Thunderstorm Watch 268 Status Reports: WW 0268 Status Reports       STATUS FOR WATCH 0268 HAS NO... {link}",2
"Thunderstorms are rumbling into Indiana...Kevin Gregory is hard at work in the Tracking center... {link}",2
"@mention I'm kinda happy about it cause it's like 95 degrees in the shop. Outside is my AC :)",3
"Outside: 69.3 F, Humidity: 32%, Wind: (144) 4 mph, Press: 29.73"", Rain: 0.00",2
"RT @mention: Weather will be super for Bellefonte Arts Festival Saturday 10am-6pm FREE! Lots of artists, bands #netDE {link}/ ...",3
"ENJOY!! If the weather out there is anyghing like oregon today it will be great! RT @mention: t minus 1 hour until I'm ON VACATION!!!",3
"It was just bright and sunny. Hot as a bitch and now a fucking monsoon out there",1
"Sunshine. Outside. Happy. Happy. :)",3
"Gardner WX 05/09/11 05:30 AM | 70F, 78&#x25; Humidity, Feels Like 71F | Alerts: NO CURRENT ADVISORIES | {link}",2
"OMFG its so rainy my mom had to pukl over cuz she can't see the road!",1
"RT @mention: Why is it so cold outside!? Georgia makes no sense",1
"It is officially warm enough to practice outside on my porch.  Warn the neighbors!",3
"New tornado warning for Sebastian Co. until 11:45.  Dangerous storm near Heavener.",2
"@mention Lol fuck u... Its hot  outside too man",1
"Mashing my ears up!!  Gettin jacked for this great day we've on hand. Tennis shots & sunshine & schmoozin.  #myelement",3
"Sometimes I feel I'm a bit odd. Everyone is inside waiting for the bus bcuz it's cold out while I'm outside drinking a gelato shake.",2
"2day- weather: sunny skies, highs around 80 degrees and trades around 10mph.",2
"Headache, snow and power outages are not a good mix for a demo... Lync however was flawless :-) #ucoms",1
"@mention hating the weather an wanting to move somewhere nice like my mom and vince yelled at me they can live in it but I don't wana",1
"Severe Thunderstorm Watch out for Nicholas and Pocahontas Counties until 7 PM. #wvwx",2
"gotta go get dressed so i can enjoy the weather",3
"Awesome time at Northtown tonight. Hayden is a really cool guitarist, he's a hippe. Now chillin with Trent, this thunderstorm is awesome!!!!",3
"Ran 3.1 miles in 31 mins and felt great. Beautiful weather and legs that wanted to run! Hit mile 2 and negati... {link}",3
"Compost Site - Special Opening: Due to the storm and wind event, the Compost Site will be open on Tuesday,... {link}",2
"I can't believe it's raining...AGAIN. This weather, I swear",1
"NATIONAL WEATHER SERVICE ISSUED A FLASH FLOOD WATCH FOR OAHU NOW IN EFFECT THROUGH WEDNESDAY AFTERNOON {link}",2
"@mention I missed something - why are you on the east coast? Whatever it's for, welcome to our lovely weather today. Hehe :-)",3
"Mexico=amazing. I can't even explain how gorgeous the weather is right now!",3
"Rainy days off are such a gift...I hardly felt bad about reading all day..and now fun! Starting with the horse barn",3
"@mention Crazy weather! We've been cooler here too but getting a bit warmer every day. Yay!",3
"Thought I was gonna escape the cold outside. #wrong Why is it freezing on the second floor?! Doesn't heat suppose to rise?! #wtf",1
"I was hopin the rain was over but i see its not the storm is near",1
"This storm is terrible at my grandma's. #ineedmyboyfriend @mention",1
"Weather gonna be GREAT Today FOX Fans. Sunny & 63. ENJOY!",3
"@mention lets keep in touch on here (since its the only way we can lol) the weather is kind of wrenching plans but well see what happens",1
"@mention yes..sick of it..need some Sunshine!",1
"Darn the weather @mention. We plan to be there either way.",1
"Or not. Fuck the weather. I just wanna lay out for a bit.",1
"its so cold :( weather sucks",1
"This is also Jeep puddle jumping weather! Let's go play in the rain! #hrva",3
"Excited about this sunshine but not excited about missing it all day while I'm in my cave of an office",3
